cluster,keyword,scope,volume_db,gsc_impressions,gsc_clicks,gsc_avg_pos,tracked_pos,best_pos,aio_on_serp,status,landing_or_target,peak_month,action
E Season & calendar,temporada de bolets 2026,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,temporada ceps,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,quan és temporada de bolets,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,ja hi ha bolets,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,hi ha bolets,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,com està la temporada de bolets,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,calendari de bolets,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,calendari bolets,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets setembre,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets octubre,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets novembre,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets març,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets maig,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets juny,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets juliol,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets gener,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets febrer,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets desembre,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets de tardor,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets d'hivern,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets d'estiu,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets agost,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets abril,ca,0,0,0,,,,False,not ranking / untracked,"/temporada, /temporada/<mes>, season guides",,Create page (or add to tracking if page exists)
E Season & calendar,bolets 2026,ca,0,1,0,1,,1,False,owned (1-3),"/temporada, /temporada/<mes>, season guides",,"Defend: answer-first block, freshness, AIO citation check"
E Season & calendar,temporada de boletus,ca,,1,0,55,,55,False,buried (>50),"/temporada, /temporada/<mes>, season guides",,New/rebuilt page
F Geo hubs,bolets port del comte,ca,10,117,6,7.4,6,6,True,page 1 (4-10),/zones/solsones/port-del-comte,10,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets guilleries,ca,0,109,0,7.2,6,6,True,page 1 (4-10),/zones/guilleries,,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets prades,ca,70,106,0,13.1,12,12,False,striking (11-20),/zones/prades/prades,10,"Refresh page: title/H1 match, add section, links from hubs"
F Geo hubs,bolets garrotxa,ca,0,97,0,17.9,9,9,False,page 1 (4-10),/zones/garrotxa/vall-den-bas,,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets rasos de peguera,ca,10,83,0,10.2,6,6,True,page 1 (4-10),/zones/bergueda/rasos-de-peguera,10,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets solsonès,ca,0,78,0,22.8,15,15,False,striking (11-20),/zones/solsones,,"Refresh page: title/H1 match, add section, links from hubs"
F Geo hubs,bolets sant hilari sacalm,ca,0,78,0,7.5,6,6,True,page 1 (4-10),/zones/guilleries/sant-hilari-sacalm,,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets muntanyes de prades,ca,0,78,1,14.1,7,7,False,page 1 (4-10),/zones/prades/prades,,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets montnegre,ca,0,75,0,16.5,14,14,False,striking (11-20),/zones/montnegre-corredor,,"Refresh page: title/H1 match, add section, links from hubs"
F Geo hubs,bolets vall d'en bas,ca,0,74,0,5.7,3,3,True,owned (1-3),/zones/garrotxa/vall-den-bas/ceps,,"Defend: answer-first block, freshness, AIO citation check"
F Geo hubs,bolets pirineu,ca,50,68,0,44.0,26,26,False,weak (21-50),/,10,Rework: dedicated page or template upgrade
F Geo hubs,rovellons prades,ca,0,67,0,9.8,6,6,True,page 1 (4-10),/zones/prades,,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets montseny,ca,50,66,0,35.0,20,20,False,striking (11-20),/zones/montseny,10,"Refresh page: title/H1 match, add section, links from hubs"
F Geo hubs,bolets pirineus,ca,50,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,10,Create page (or add to tracking if page exists)
F Geo hubs,bolets ripollès,ca,0,50,2,18.8,12,12,False,striking (11-20),/zones/ripolles,,"Refresh page: title/H1 match, add section, links from hubs"
F Geo hubs,bolets cerdanya,ca,0,51,1,69.2,55,55,False,buried (>50),/zones/cerdanya,,New/rebuilt page
F Geo hubs,bolets bosc de poblet,ca,0,41,0,19.2,,19.2,False,striking (11-20),/zones/prades/bosc-de-poblet,,"Refresh page: title/H1 match, add section, links from hubs"
F Geo hubs,bolets berguedà,ca,0,40,0,78.3,21,21,False,weak (21-50),/zones/bergueda/rasos-de-peguera,,Rework: dedicated page or template upgrade
F Geo hubs,ou de reig montseny,ca,30,1,0,49,,49,False,weak (21-50),/zones/<area>; NEW /zones/pirineu,10,Rework: dedicated page or template upgrade
F Geo hubs,bolets els ports,ca,0,31,0,18.2,16,16,False,striking (11-20),/zones/ports,,"Refresh page: title/H1 match, add section, links from hubs"
F Geo hubs,bolets viladrau,ca,10,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,10,Create page (or add to tracking if page exists)
F Geo hubs,bolets collserola,ca,10,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,10,Create page (or add to tracking if page exists)
F Geo hubs,setcases bolets,ca,,8,1,6.5,,6.5,False,page 1 (4-10),/zones/<area>; NEW /zones/pirineu,,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets al montseny,ca,,5,3,4,,4,False,page 1 (4-10),/zones/<area>; NEW /zones/pirineu,,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,bolets de girona,ca,,4,0,85.8,,85.8,False,buried (>50),/zones/<area>; NEW /zones/pirineu,,New/rebuilt page
F Geo hubs,ceps cerdanya,ca,0,3,1,10.3,,10.3,False,striking (11-20),/zones/<area>; NEW /zones/pirineu,,"Refresh page: title/H1 match, add section, links from hubs"
F Geo hubs,bolets del montseny,ca,,2,0,3,,3,False,owned (1-3),/zones/<area>; NEW /zones/pirineu,,"Defend: answer-first block, freshness, AIO citation check"
F Geo hubs,rasos de peguera bolets,ca,,2,0,22.5,,22.5,False,weak (21-50),/zones/<area>; NEW /zones/pirineu,,Rework: dedicated page or template upgrade
F Geo hubs,ceps pirineu,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,ceps montseny,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,ceps al pirineu,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets vidrà,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets vic,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets vallès oriental,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets vallès,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets vall de núria,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets vall de boí,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets vall d'aran,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets tuixent,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets terra alta,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets tarragona,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets sort,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets solsona,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets setcases,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets serra del cadí,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets segarra,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets santa fe del montseny,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets sant llorenç del munt,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets sant joan de les abadesses,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets ribes de freser,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets queralbs,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets puigcerdà,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets prop de barcelona,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets priorat,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets planoles,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets pla de l'estany,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets pallars sobirà,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets pallars jussà,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets pallars,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets osona,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets olot,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets montserrat,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets moianès,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets maresme,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets lleida,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets les llosses,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets la seu d'urgell,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets la selva,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets la molina,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets gósol,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets girona,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets espinelves,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets empordà,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets conca de barberà,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets castellar de n'hug,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets camprodon,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets cadí,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets berga,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets bellver de cerdanya,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets barcelona,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets bages,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets arbúcies,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets anoia,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets andorra,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets alt urgell,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets alt pirineu,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets alt empordà,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,bolets aigüestortes,ca,0,0,0,,,,False,not ranking / untracked,/zones/<area>; NEW /zones/pirineu,,Create page (or add to tracking if page exists)
F Geo hubs,ceps a la cerdanya,ca,,1,0,10,,10,False,page 1 (4-10),/zones/<area>; NEW /zones/pirineu,,"Push to top-3: internal links, snippet, answer-first block"
F Geo hubs,ruta de la cerdanya,ca,,1,0,2,,2,False,owned (1-3),/zones/<area>; NEW /zones/pirineu,,"Defend: answer-first block, freshness, AIO citation check"
G Identification & safety,radar pluges catalunya,es-wide,590,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,Create page (or add to tracking if page exists)
G Identification & safety,bolets comestibles,ca,590,77,0,56.9,42,42,False,weak (21-50),/bolets-comestibles,04,Rework: dedicated page or template upgrade
G Identification & safety,bolets comestible,ca,590,42,0,61.8,50,50,False,weak (21-50),/bolets-comestibles,,Rework: dedicated page or template upgrade
G Identification & safety,bolets comestibles catalunya,ca,390,72,0,48.5,10,10,False,page 1 (4-10),/,01,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,bolet dibuix,ca,260,4,0,30,,30,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,Rework: dedicated page or template upgrade
G Identification & safety,tipus de bolets,ca,210,88,0,45.1,5,5,False,page 1 (4-10),/,10,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,bolets verinosos,ca,140,97,0,13.8,7,7,True,page 1 (4-10),/bolets-verinosos,10,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,bolets no comestibles,ca,140,57,0,29.8,11,11,False,striking (11-20),/bolets-verinosos,10,"Refresh page: title/H1 match, add section, links from hubs"
G Identification & safety,tipus de bolets comestibles,ca,110,65,0,67.5,21,21,False,weak (21-50),/bolets-comestibles,10,Rework: dedicated page or template upgrade
G Identification & safety,parts d'un bolet,ca,110,65,1,6.8,4,4,True,page 1 (4-10),/parts-dun-bolet,10,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,noms de bolets,ca,110,71,0,50.8,19,19,False,striking (11-20),/bolets,10,"Refresh page: title/H1 match, add section, links from hubs"
G Identification & safety,guia de bolets,ca,110,68,0,63.7,15,15,False,striking (11-20),/,10,"Refresh page: title/H1 match, add section, links from hubs"
G Identification & safety,dibuix bolet,ca,90,1,0,29,,29,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",12,Rework: dedicated page or template upgrade
G Identification & safety,bolets verinosos de catalunya,ca,0,83,0,14.4,7,7,False,page 1 (4-10),/bolets-verinosos,,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,guia bolets catalunya,ca,40,71,0,34.6,7,7,False,page 1 (4-10),/,10,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,tipus de bolets a catalunya,ca,0,70,2,25.3,3,3,False,owned (1-3),/,,"Defend: answer-first block, freshness, AIO citation check"
G Identification & safety,guia de bolets pdf,ca,50,1,0,66,,66,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,New/rebuilt page
G Identification & safety,bolets toxics,ca,0,55,0,23.7,10,10,False,page 1 (4-10),/bolets-verinosos,,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,fotos de bolets,ca,40,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,Create page (or add to tracking if page exists)
G Identification & safety,bolets toxics catalunya,ca,30,41,0,13.0,7,7,False,page 1 (4-10),/bolets/apagallums,10,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,guia bolets,ca,30,2,0,76.5,,76.5,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,New/rebuilt page
G Identification & safety,burger bolets,noise,,34,0,46.7,,46.7,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,identificador de bolets,ca,20,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,Create page (or add to tracking if page exists)
G Identification & safety,com identificar bolets comestibles,ca,0,17,0,41.8,28,28,False,weak (21-50),/bolets-comestibles,,Rework: dedicated page or template upgrade
G Identification & safety,identificar bolets,ca,10,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,Create page (or add to tracking if page exists)
G Identification & safety,fotos bolets comestibles,ca,10,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,Create page (or add to tracking if page exists)
G Identification & safety,bolets comestibles fotos,ca,10,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",10,Create page (or add to tracking if page exists)
G Identification & safety,parts del bolet,ca,0,8,0,13.4,,13.4,False,striking (11-20),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Refresh page: title/H1 match, add section, links from hubs"
G Identification & safety,borlets,ca,,6,0,3.8,,3.8,False,page 1 (4-10),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,noms de bolets en català,ca,0,4,0,24,,24,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,barlets,ca,,4,1,8.2,,8.2,False,page 1 (4-10),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,cama groc,ca,,4,0,10,,10,False,page 1 (4-10),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,las llosas,ca,,4,0,40.5,,40.5,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,tipos de bolets,ca,,4,0,66.5,,66.5,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,puig bolets,noise,,3,0,43.3,,43.3,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,bolets facebook,noise,,2,0,39.5,,39.5,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,facebook bolets,noise,,2,0,41.5,,41.5,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,ou reig,ca,,2,0,60,,60,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,pets de llop,ca,,2,0,1,,1,False,owned (1-3),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Defend: answer-first block, freshness, AIO citation check"
G Identification & safety,bolets mortals catalunya,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,bolets comestibles de catalunya,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,el brull montseny,ca,,1,0,33,,33,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,què és un bolet,ca,0,1,0,65,,65,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,murgules,ca,0,1,0,65,,65,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,llista de bolets comestibles,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,llista de bolets,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,intoxicació per bolets símptomes,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,intoxicació per bolets,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,intoxicació bolets,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,identificar bolets per foto,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,identificació de bolets,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,els bolets més comuns,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,confusions de bolets,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,confusions bolets,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,com identificar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,com guardar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,bolets que es confonen,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,bolets més comuns,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,bolets més buscats,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,bolets mortals,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
